Brand,Title,Category,Price,Count,Quantity,Unit,Image Link,Url,About the Product,Other Product Info,EAN Code
Appy,"Appy Juice - Classic Apple, 4x150 ml Multipack",beverages -> fruit juices & drinks,37.6,4,150,ml,"['https://www.bigbasket.com/media/uploads/p/l/1209360-2_3-appy-juice-classic-apple.jpg', 'https://www.bigbasket.com/media/uploads/p/l/1209360-4_3-appy-juice-classic-apple.jpg', 'https://www.bigbasket.com/media/uploads/p/l/1209360-6_3-appy-juice-classic-apple.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/1209360/appy-juice-classic-apple-4x150-ml-carton/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=23&t_s=Juice+-+Classic+Apple,Appy Fizz consists of sparkling apple juice and is used as the foundation for cocktails and is a well-liked drink with the early life. It is dissimilar any other yielding drink. It is not just for consumption but it is for having fun and creating moments of laughter.,"EAN Code: 1209360  Country of origin: India  Manufacturer Name: PARLE AGRO PVT LTD Best Before 20-09-2024  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",1209360
Pepsi,"Pepsi Black Soft Drink - Zero Sugar, 6x250 ml Multipack",beverages -> energy & soft drinks,210,6,250,ml,"['https://www.bigbasket.com/media/uploads/p/l/1200615-2_2-pepsi-black-soft-drink-max-taste-zero-caldiet.jpg', 'https://www.bigbasket.com/media/uploads/p/l/1200615-4_2-pepsi-black-soft-drink-max-taste-zero-caldiet.jpg', 'https://www.bigbasket.com/media/uploads/p/l/1200615-6_2-pepsi-black-soft-drink-max-taste-zero-caldiet.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/1200615_3-pepsi-black-soft-drink-max-taste-zero-caldiet.jpg']",https://www.bigbasket.com/pd/1200615/pepsi-black-soft-drink-max-taste-zero-caldiet-6x250-ml/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=16&t_s=Black+Soft+Drink+-+Zero+Sugar,"Pepsi brings Pepsi Black - a zero-calorie cola with maximum taste. It's a soft drink that goes well with your diet plan, without disrupting it. So don't think about those extra calories. If you're thirsty, grab a Pepsi Black and drink without worry or any hassle.",,
Tropicana,"Tropicana Fruit Juice - Mixed Fruit Delight, 2x1 L Multipack",beverages -> fruit juices & drinks,218,2,1,L,"['data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/1206500_2-tropicana-fruit-juice-mixed-fruit-delight.jpg']",https://www.bigbasket.com/pd/1206500/tropicana-fruit-juice-mixed-fruit-delight-2x1-l/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=11&t_s=Fruit+Juice+-+Mixed+Fruit+Delight,"With Tropicana Mixed Fruit juice, get the taste and goodness of real apples, oranges, bananas, strawberries, mangoes, pineapples and apricots. With each sip get a bite of all fruits! A glass of chilled juice feels heaven on those sultry sweaty days. Nutritious and delicious, Tropicana is the first name that comes to mind when you say juice. And to kick start a day, nothing works better than a glass of this energy booster. The rest of the day will be a breeze! Buy Tropicana Mixed Fruit Juice online now and have it delivered to your doorstep!","EAN Code: 1206500  Country of origin: India  Manufacturer Name & Address:  Varun Beverages Limitied, Plot No. 31, Institutional Area, Sector - 44, Gurgaon - 122002, Haryana, India  Best before 20-09-2024  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",1206500
Narasus,"Narasus Coffee - Udhayam, Blend of Coffee & Chicory, 500 g Pouch",beverages -> coffee,225,1,500,g,"['data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/40003875_1-narasus-coffee-udhayam-blend-of-coffee-chicory.jpg']",https://www.bigbasket.com/pd/40003875/narasus-coffee-udhayam-blend-of-coffee-chicory-500-g-pouch/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=48&t_s=Coffee+-+Udhayam%252C+Blend+of+Coffee+%2526+Chicory,"Narasus Udhayam - Blend of Coffee and Chicory is prepared from a fine blend of aromatic beans. It is a 100% coffee, chicory coffee powder, These carefully select and processed coffee beans lend their aromatic & intoxicating notes to the coffee, providing an explosion of flavour in all sip you take. It is a great combination of color, taste and strength which is also excellent for your health.","EAN Code: 8906005666086  Country Of Origin: India  Manufacturer Name: NARASUS  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",8.90601E+12
Organic India,"Organic India Organic Tulsi Green Tea - Jasmine, Stress Relieving, 45 g (25 Bags x 1.8 g each)",beverages -> tea,204.25,1,,pc,"['https://www.bigbasket.com/media/uploads/p/l/20005451-2_2-organic-india-organic-tulsi-green-tea-jasmine-stress-relieving.jpg', 'https://www.bigbasket.com/media/uploads/p/l/20005451-4_2-organic-india-organic-tulsi-green-tea-jasmine-stress-relieving.jpg', 'https://www.bigbasket.com/media/uploads/p/l/20005451-6_2-organic-india-organic-tulsi-green-tea-jasmine-stress-relieving.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/20005451_4-organic-india-organic-tulsi-green-tea-jasmine-stress-relieving.jpg']",https://www.bigbasket.com/pd/20005451/organic-india-organic-tulsi-green-tea-jasmine-stress-relieving-45-g/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=1&t_s=Organic+Tulsi+Green+Tea+-+Jasmine%252C+Stress+Relieving,"This elegant blend of ""The Queen of Herbs"" Tulsi, our exquisite Green Tea, fragrant Jasmine and Chamomile flowers enhanced with a touch of zesty Ginger creates a totally delicious and satisfying tea experience. Great throughout the day hot or iced! About Tulsi & Green Tea Combining Tulsi with Green Tea deeply enhances each other’s remarkable health benefits including an abundance of potent phytonutrients and antioxidants, which protect the body from damaging free radicals. These compounds naturally support the immune & cardiovascular systems and promote detoxification. Enjoy health and energy boost. Wishing you good health & happiness. Contains Natural Caffeine FSSAI Certified 100% Organic Certified Staple free tea bags Our infusion bags are made from unbleached, biodegradable fibre. (organic India)","EAN Code: 801541509546 Country Of Origin: India For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket. com Best before 22-12-2025",8.01542E+11
Bombucha,"Bombucha Hibiscus Lime Kombucha, 500 ml Bottle","beverages -> nutrition mix, supplement",260,1,500,ml,"['https://www.bigbasket.com/media/uploads/p/l/40210396-2_2-bombucha-hibiscus-lime-kombucha.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40210396-4_2-bombucha-hibiscus-lime-kombucha.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/40210396_2-bombucha-hibiscus-lime-kombucha.jpg']",https://www.bigbasket.com/pd/40210396/bombucha-hibiscus-lime-kombucha-500-ml-bottle/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=44&t_s=Hibiscus+Lime+Kombucha,"Hibiscus Lime A probiotic drink made with this mystical flower: hibiscus which helps you cleanse your mind and soul. A pinch of lemon adds Vitamin C to boost your immunity. Hibiscus - Hibiscus has a long history of being a medicinal plant and has been used in a number of traditional medicinal remedies. It contains an abundance of antioxidants and this is believed to help protect the body against free radicals. What are free radicals? Well, this might get a little technical but stay with me. Oxygen in the body splits into single atoms with unpaid electrons. The electrons like to be paired so these atoms are called free radicals. These atoms then damage the cells in the body by causing a change in the cell membranes and DNA. This abnormality results in diseases like cancer, diabetes, asthma, senile dementia etc. To reduce free radicals one needs to have antioxidant-rich food that neutralizes the free radicals","EAN Code: 40210396  Country Of Origin: India  FSSAI No: 11518006000679  Manufactured & Marketed By: fermwell Foods Pvt Ltd ,106 Andheri universal estate, JP Road, Andheri West, Mumbai 58   Best before 21-08-2024   For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket. com",40210396
RS,"RS Orange Drink, 160 ml",beverages -> energy & soft drinks,,1,160,ml,"['https://www.bigbasket.com/media/uploads/p/l/40297334_1-rs-orange-drink-restores-electrolytes-contains-vitamin-c-boosts-energy.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40297334-2_1-rs-orange-drink-restores-electrolytes-contains-vitamin-c-boosts-energy.jpg']",https://www.bigbasket.com/pd/40297334/rs-orange-drink-restores-electrolytes-contains-vitamin-c-boosts-energy-160-ml/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=39&t_s=Orange+Drink,Orange Drink is a refreshing drink that helps replenish electrolytes lost during physical activity or dehydration. The goodness of oranges provides an instant dose of energy and vitamin C. Annapurna adds an extra zing by infusing the refreshing flavours with immense health benefits.,"EAN Code: 8908000149519  Country Of Origin: India  FSSAI No: 10016071000913  Manufactured by : SATEZ AGRO PRODUCTS PVT LTD, Palasbari, Kamrup, Assam, Pin-781128   Best before 04-11-2024   For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",8.908E+12
Slurrp Farm,"Slurrp Farm Berry Milk Mix - No Sugar, Sweetened With Jaggery Powder, Contains Oats & Jowar, 250 g","beverages -> nutrition mix, supplement",209.3,1,,pc,"['https://www.bigbasket.com/media/uploads/p/l/40250918-2_4-slurrp-farm-magic-milk-mix-berry-blast-high-in-protein-fibre-iron-sugar-free.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40250918-4_4-slurrp-farm-magic-milk-mix-berry-blast-high-in-protein-fibre-iron-sugar-free.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40250918-6_4-slurrp-farm-magic-milk-mix-berry-blast-high-in-protein-fibre-iron-sugar-free.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/40250918/slurrp-farm-magic-milk-mix-berry-blast-high-in-protein-fibre-iron-sugar-free-250-g/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=39&t_s=Berry+Milk+Mix+-+No+Sugar%252C+Sweetened+With+Jaggery+Powder%252C+Contains+Oats+%2526+Jowar,"No Added Sugar, mildly sweetened with jaggery powder. Refined Sugar in a kid's diet may cause tooth decay and other  issues. A blend of supergrains (jowar and oats) that provides 3X protein for growth (more than a bowl of dal). No trans fat, maltodextrin, preservatives, artificial colours or flavours. Just no Junk. Added strawberry and beetroot powder that makes a super delicious glass of milk. Easy to make, just dissolve the mix by adding hot or cold milk and stir. Made by 2 mothers with traditional whole-grain millets and ZERO junk.","EAN Code: 40250918 Country Of Origin: India FSSAI No: 10014011001614 Manufactured by: Evexia Nutrients Pvt. Ltd. - No A-278 6th Main Peenya 2nd Stage Bangalore 560058. Marketed by: Wholsum Foods Pvt. Ltd. C-533 Sheikh Sarai Phase 1, New Delhi 110017 Best Before 07-06-2025
Disclaimer: The expiry date shown here is for indicative purposes only. Please refer to the information provided on the product package received at delivery for the actual expiry date. For Queries/Feedback/Complaints, Contact our Customer Care Executive at Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket. com",40250918
B Natural,"B Natural Fruits 'N Bits Drink - Litchi With Apple, 3x300 ml Multipack",beverages -> fruit juices & drinks,146.25,3,300,ml,"['https://www.bigbasket.com/media/uploads/p/l/1226800-2_2-b-natural-fruits-n-bits-litchi-with-apple.jpg', 'https://www.bigbasket.com/media/uploads/p/l/1226800-4_2-b-natural-fruits-n-bits-litchi-with-apple.jpg', 'https://www.bigbasket.com/media/uploads/p/l/1226800-6_2-b-natural-fruits-n-bits-litchi-with-apple.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/1226800/b-natural-fruits-n-bits-litchi-with-apple-3x300-ml/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=6&t_s=Fruits+%2527N+Bits+Drink+-+Litchi+With+Apple,"Enjoy the unique and delicious flavour of the B Natural Fruits 'N Bits Litchi Drink. This luscious drink combines real, juicy litchi with refreshing aloe vera bits for a delightful, one-of-a-kind experience. Enjoy a healthy dose of vitamin C while you indulge your taste buds in this sweet and rejuvenating drink.

Made with litchi pulp
Contains real aloe vera bits
Natural source of vitamin C
Ideal to drink on the go","EAN Code: 1226800  Country Of Origin: India  FSSAI No: 10012031000312   Manufactured & Marketed by : ITC Ltd, At Plot No. A-1-A, IMUIP, Near Modern Jail, Kapurthala (Punjab), 144601. Lic. No. 10017063001007 Best Before 04-11-2024  Disclaimer: The expiry date shown here is for indicative purposes only. Please refer to the information provided on the product package received at delivery for the actual expiry date. For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",1226800
Tropicana,"Tropicana Fruit Juice - Delight, Mango, 12x200 ml Multipack",beverages -> fruit juices & drinks,225.6,12,200,ml,['https://www.bigbasket.com/media/uploads/p/l/1207020_1-tropicana-fruit-juice-delight-mango.jpg'],https://www.bigbasket.com/pd/1207020/tropicana-fruit-juice-delight-mango-12x200-ml/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=22&t_s=Fruit+Juice+-+Delight%252C+Mango,"Enjoy the refreshing and delicious taste of mangoes! Special 6-layer protection gives you the best of tasty, ready to serve fruit beverage in every glass of Tropicana. Did You Know? Mango, believed to have originated in the sub-Himalayan plains of the Indian subcontinent, is a member of the cashew family of flowering plants & one of the good source of potassium among fruits.","EAN Code: 1207020  Country of origin: India  Manufacturer Name & Address:  Varun Beverages Limitied, Plot No. 31, Institutional Area, Sector - 44, Gurgaon - 122002, Haryana, India  Best before 20-09-2024  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",1207020
LEVISTA,"LEVISTA Classic Instant Coffee Pouch, 2x100 g Multipack",beverages -> coffee,884,2,100,g,"['https://www.bigbasket.com/media/uploads/p/l/1212554-2_3-levista-classic-instant-coffee-pouch.jpg', 'https://www.bigbasket.com/media/uploads/p/l/1212554-4_3-levista-classic-instant-coffee-pouch.jpg', 'https://www.bigbasket.com/media/uploads/p/l/1212554-6_3-levista-classic-instant-coffee-pouch.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/1212554_3-levista-classic-instant-coffee-pouch.jpg']",https://www.bigbasket.com/pd/1212554/levista-classic-instant-coffee-pouch-2x100-g/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=9&t_s=Classic+Instant+Coffee+Pouch,Start your day with a 100% soluble coffee with a traditional taste and authentic Flavour of Coorg. It is made with the finest Arabica and Robusta beans. SLN coffee plantation has been growing some of the finest Coorg coffee berries with the help of advanced technology and wisdom about the plantation.,"EAN Code: 1212554  Country Of Origin: India  FSSAI No: 10014043000703  Manufactured & Marketed by: SLN Coffee Private Limited, 53-56, KIADB Industrial Area, Kudlur, KushalNagar, Kodagu Distr, Karnataka - 571234.  Best before 19-03-2025  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",1212554
